year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-C: Build on New York’s Nation-Leading Support for Minority- and,"Establish a Faster, Dedicated MWBE Appeals Unit to Address the Backlog in Appeals",Empire State Development,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-C: Build on New York’s Nation-Leading Support for Minority- and,Promote Equal Access to Reduced-Rate Loans for MWBE Businesses,Empire State Development,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-D: Protect New York’s LGBTQIA+ Community,Support LGBTQIA+ Health Services,Division of Human Rights,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-D: Protect New York’s LGBTQIA+ Community,Ensure Gender-Affirming Treatment of Individuals in State Correctional Facilities,Executive Chamber / cross-agency,DOCCS,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-D: Protect New York’s LGBTQIA+ Community,Provide Gender “X” Options at All Public-Facing State Agencies,Division of Human Rights,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-E: Strengthen Immigrant Services,Increase Funding for the Liberty Defense Project,Executive Chamber / cross-agency,,funding/tax/benefit,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-E: Strengthen Immigrant Services,Strengthen the Office for New Americans,Office for New Americans,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-E: Strengthen Immigrant Services,Codify Language Access Policy and Create a New Office of Language Access,Division of Human Rights,Office of General Services / cross-agency,legislation/regulation,no,,legislation_required,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-F: Boost Local Veterans’ Programs,Reinforce Support for Local Veterans’ Service Agencies,Department of Veterans’ Services,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-F: Boost Local Veterans’ Programs,Expand the Joseph P. Dwyer Peer-to-Peer Veterans’ Support Program Statewide,Department of Veterans’ Services,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-F: Boost Local Veterans’ Programs,Expand the Veterans’ FreshConnect Program to Fight Food Insecurity,Department of Veterans’ Services,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-F: Boost Local Veterans’ Programs,Expand Rollout of Veterans’ Welcome Center Kiosks,Department of Veterans’ Services,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-F: Boost Local Veterans’ Programs,Support the Military-to-Civilian Transition Pathway,Department of Veterans’ Services,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Equity / inclusion / veterans / immigrants,Part VIII-F: Boost Local Veterans’ Programs,Extend and Enhance Tax Credits for Hiring Veterans,Department of Veterans’ Services,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Government reform,Part VIII-F: Boost Local Veterans’ Programs,Enact a Two-Term Limit — and Ban Outside Income — for Statewide Elected Officials,Executive Chamber / Legislature,,legislation/regulation,no,Two-Term,legislation_required,First-pass coding from 2022 SOTS table of contents.
