year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Build a Stronger Public Sector Workforce,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Hire More State Workers and Alleviate the Public Sector Staffing Crisis,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 16: MAKING GOVERNMENT WORK BETTER,Remove Educational Barriers to Employment in State Government,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Help our Farmers,Agriculture & Markets,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Bolster New York's Dairy Industry,Agriculture & Markets,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Create the Agricultural Workforce One-Stop Shop,Agriculture & Markets,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Promote a One Health Approach as Part of New York's Agrifood System,Agriculture & Markets,,other,yes,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Increase Youth Agricultural Leadership and Education Opportunities,Agriculture & Markets,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Innovate in Agriculture,Agriculture & Markets,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Grow New York's Bioeconomy,Agriculture & Markets,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Agriculture / food systems,SECTION 17: GROWING NEW OPPORTUNITIES FOR AGRICULTURE,Launch New York's Blue Food Transformation,Agriculture & Markets,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 18: FIGHTING CYBER CRIME,Build Cyber Resilience,Office of Information Technology Services,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 18: FIGHTING CYBER CRIME,Grow the New York State Joint Security Operations Center,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 18: FIGHTING CYBER CRIME,Expand Cybersecurity Shared Services,Office of Information Technology Services,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 18: FIGHTING CYBER CRIME,Protect Vulnerable Populations from Cyber Crime,Office of Information Technology Services,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 18: FIGHTING CYBER CRIME,Safeguard Teens from Online Sexual Exploitation,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government operations / customer experience,SECTION 18: FIGHTING CYBER CRIME,Combat Elder Financial Exploitation,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Invest in Infrastructure,DOT,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Make it Possible to Extend the Second Avenue Subway West,DOT,MTA,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Move the Interborough Express Forward,DOT,MTA,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Break Ground on New York's Largest Solar Carport,DOT,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Connect Local Residents to Good Jobs on MTA Projects,DOT,MTA,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Launch “Infrastructure Hub” to Simplify Access to Funding Opportunities,DOT,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Getting Around Safely and Equitably,DOT,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Pass Sammy's Law to Save Lives,DOT,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,Improve Enforcement of Toll Violators and Implement a Balanced Approach to Fare Evasion,DOT,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Transportation / infrastructure,SECTION 19: BUILDING OUR TRANSPORTATION FUTURE,END NOTES,DOT,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
